ID,Haplotype,Country,Latitude,Longitude,Source,Color
ANICT928,1,Australia,-38.05,145.684,BOLD,#88A2AA
ANICT930,2,Australia,-35.24,149.23,BOLD,#ADA296
BBLOB566,5,USA,34.75,-112.022,BOLD,#0F1A20
BBLOC1005,2,USA,34.082,-119.013,BOLD,#ADA296
BBLOC1010,2,USA,34.082,-119.013,BOLD,#ADA296
BBLOC1011,3,USA,34.082,-119.013,BOLD,#E2856E
BBLOC1406,3,USA,37.309,-120.93,BOLD,#E2856E
BBLOC1407,3,USA,37.309,-120.93,BOLD,#E2856E
BBLOC1408,3,USA,37.309,-120.93,BOLD,#E2856E
BBLOC1720,3,USA,33.27,-116.418,BOLD,#E2856E
BBLOC1721,2,USA,33.27,-116.418,BOLD,#ADA296
BBLOC972,2,USA,33.402,-117.603,BOLD,#ADA296
BBLOC973 ,5,USA,33.402,-117.603,BOLD,#0F1A20
BBLOC974,2,USA,33.402,-117.603,BOLD,#ADA296
BBLOD121,2,USA,33.563,-117.819,BOLD,#ADA296
BBLOD155,2,USA,33.563,-117.819,BOLD,#ADA296
BBLOD498,3,USA,33.407,-117.584,BOLD,#E2856E
BBLOD499,3,USA,33.407,-117.584,BOLD,#E2856E
BBLOD501,3,USA,37.292,-120.851,BOLD,#E2856E
BBLOD552 ,5,USA,33.407,-117.585,BOLD,#0F1A20
BBLOD932 ,5,USA,26.187,-98.379,BOLD,#0F1A20
BBLOD937 ,5,USA,26.187,-98.379,BOLD,#0F1A20
BBLOE2038,2,USA,34.082,-119.013,BOLD,#ADA296
BBLPA200,2,Canada,52.808,-118.023,BOLD,#ADA296
BBLPA201,3,Canada,53.687,-112.813,BOLD,#E2856E
BBLPC435,4,Canada,46.827,-64.915,BOLD,#F42C04
BBLPC436,4,Canada,46.827,-64.915,BOLD,#F42C04
BIBSA023,47,Italy,39.4433,16.6039,BOLD,#3A2D32
BIBSA024,2,Italy,39.3147,16.5281,BOLD,#ADA296
BIBSA1309,2,Italy,37.068,14.35,BOLD,#ADA296
BIBSA1319,83,Italy,39.15,8.884,BOLD,#F497DA
BIBSA686,2,Italy,39.93,16.17,BOLD,#ADA296
CNPPH807,3,Canada,41.939,-82.516,BOLD,#E2856E
CYTC4718,92,China,31.36,118.39,BOLD,#F497DA
DIMC083,3,Canada,49.218,-107.562,BOLD,#E2856E
DMAZ106,87,Spain,42.708931,0.794117,BOLD,#F497DA
DMML080,3,USA,32.982,-79.787,BOLD,#E2856E
ERPIR300,3,Canada,44.828916,-78.105929,BOLD,#E2856E
EULEP5642,90,Italy,43.43,9.9,BOLD,#F497DA
EZBNB217,4,Canada,57.974,-117.153,BOLD,#F42C04
EZRMN181,2,Romania,44.603,23.291,BOLD,#ADA296
EZRMN183,15,Romania,45.028,28.519,BOLD,#F497DA
EZROM473,1,Romania,46.484,23.721,BOLD,#88A2AA
EZROM474,2,Romania,46.814,23.512,BOLD,#ADA296
EZROM475,1,Romania,45.13,26.626,BOLD,#88A2AA
EZROM476,14,Romania,45.094,26.533,BOLD,#FFCCC9
EZROM477,16,Romania,44.871,22.414,BOLD,#F497DA
EZROM591,17,Romania,47.7,25.717,BOLD,#F497DA
EZROM748,20,Spain,41.737,2.328,BOLD,#F497DA
EZSPC603,2,Spain,41.774,2.38,BOLD,#ADA296
EZSPC608,1,Spain,41.792,2.335,BOLD,#88A2AA
EZSPC663,21,Spain,41.284,1.876,BOLD,#F497DA
EZSPC664,2,Spain,41.438,2.085,BOLD,#ADA296
EZSPC667,2,Spain,41.866,0.598,BOLD,#ADA296
EZSPC747,22,Spain,37.246,-3.686,BOLD,#F9DC5C
EZSPC884,14,Spain,40.157,-3.349,BOLD,#FFCCC9
EZSPC885,23,Spain,40.157,-3.349,BOLD,#F497DA
EZSPC890,14,Spain,40.65,0.761,BOLD,#FFCCC9
EZSPM028,2,Spain,39.815,2.853,BOLD,#ADA296
EZSPM047,14,Spain,39.685,2.761,BOLD,#FFCCC9
EZSPM063,24,Spain,39.57,2.592,BOLD,#F497DA
EZSPM136,14,Spain,43.095,-5.858,BOLD,#FFCCC9
EZSPM213,2,Spain,39.633,2.651,BOLD,#ADA296
EZSPM235,14,Spain,42.013,-8.874,BOLD,#FFCCC9
EZSPM344,5,Spain,40.001,-0.868,BOLD,#0F1A20
EZSPM885,14,Spain,38.973,-5.959,BOLD,#FFCCC9
EZSPM897,14,Spain,41.3,-4.91,BOLD,#FFCCC9
EZSPM919,14,Spain,38.952,-2.865,BOLD,#FFCCC9
EZSPM977,14,Spain,38.516,-3.597,BOLD,#FFCCC9
EZSPM982,14,Spain,39.898,0.684,BOLD,#FFCCC9
EZSPM992,14,Spain,39.96,4.22,BOLD,#FFCCC9
EZSPN088,2,Spain,36.989,-3.15,BOLD,#ADA296
EZSPN315,14,Spain,39.899,4.269,BOLD,#FFCCC9
EZSPN377,4,Spain,40.548,-3.685,BOLD,#F42C04
EZSPN443,22,Spain,36.856,-5.339,BOLD,#F9DC5C
EZSPN581,14,Portugal,41.707,-7.517,BOLD,#FFCCC9
EZSPN603,14,Spain,41.465,0.02,BOLD,#FFCCC9
EZSPN686,14,Spain,37.113,-3.415,BOLD,#FFCCC9
EZSPN693,14,Spain,37.126,-3.441,BOLD,#FFCCC9
EZSPN702,25,Spain,37.246,-3.686,BOLD,#F497DA
EZSPN749,2,Spain,40.429,-0.268,BOLD,#ADA296
EZSPN760,14,Spain,40.257,-1.607,BOLD,#FFCCC9
GBGL11382,1,South_Korea,36.758514,127.920209,BOLD,#88A2AA
GBLAA1261,42,Germany,51.3,11.8,BOLD,#F9DC5C
GBLAA1396,1,Germany,49.985,9.771,BOLD,#88A2AA
GBLAB312,2,Germany,49.7048,7.3475,BOLD,#ADA296
GBLAC982,10,Germany,50.6719,11.1417,BOLD,#F9DC5C
GBLAD097,11,Germany,51.3386,13.9458,BOLD,#F497DA
GBLAD930,12,Germany,47.4365,11.0508,BOLD,#F497DA
GBLAF377,2,Germany,52.8512,13.5277,BOLD,#ADA296
GBMIN18221,19,South_Korea,36.758514,127.920209,BOLD,#F497DA
GBMIN20988,1,South_Korea,36.758514,127.920209,BOLD,#88A2AA
GBMIN24003,42,China,39.706682,117.232693,BOLD,#F9DC5C
GBMIN37957,1,South_Korea,35.097026,126.530688,BOLD,#88A2AA
GWORA2446,13,Germany,48.881,12.456,BOLD,#F497DA
GWORU081,2,Italy,40.1256,15.8306,BOLD,#ADA296
IARI015,14,Australia,-35.421093,149.123719,BOLD,#FFCCC9
IARI039,2,Australia,-35.421093,149.123719,BOLD,#ADA296
LBCA708,2,Canada,51.159,-116.796,BOLD,#ADA296
LBCB594,1,Canada,50.976,-117.592,BOLD,#88A2AA
LEATA402,1,Austria,47.138,10.197,BOLD,#88A2AA
LEATD147,9,Italy,46.52,10.48,BOLD,#2E5339
LEATF470,1,Austria,47.19,11.1,BOLD,#88A2AA
LEATG536,2,Italy,46.814,11.946,BOLD,#ADA296
LEFIA1301,9,Finland,62.51,30.883,BOLD,#2E5339
LEFIJ50,4,Finland,65.041,25.408,BOLD,#F42C04
LEFIJ503,4,Finland,65.071,25.725,BOLD,#F42C04
LENOA1341,2,France,49.493,1.482,BOLD,#ADA296
LILLA492,3,USA,38.226,-88.185,BOLD,#E2856E
LNSWE222,14,Australia,-31.459,152.476,BOLD,#FFCCC9
LNSWE281,14,Australia,-31.459,152.476,BOLD,#FFCCC9
LNSWG010,14,Australia,-31.459,152.476,BOLD,#FFCCC9
LOTSD313,1,Australia,-42.986,147.317,BOLD,#88A2AA
LOTSD320,1,Australia,-42.986,147.317,BOLD,#88A2AA
LOTSD324,1,Australia,-42.986,147.317,BOLD,#88A2AA
LOWA160,1,Russia,56.133,28.667,BOLD,#88A2AA
LOWA161,18,Russia,56.133,28.667,BOLD,#F497DA
LOWA574,88,Kazakhstan,42.383,68.267,BOLD,#F497DA
LPAB341,2,Canada,51.126,-115.726,BOLD,#ADA296
LPAB442,4,Canada,49.109,-113.961,BOLD,#F42C04
LPMN981,5,Canada,50.873,-100.05,BOLD,#0F1A20
LPMNB280,3,Canada,50.873,-100.05,BOLD,#E2856E
LPMNB281,3,Canada,50.873,-100.05,BOLD,#E2856E
LPMNB282,3,Canada,50.873,-100.05,BOLD,#E2856E
LPSK396,3,Canada,49.182,-107.687,BOLD,#E2856E
LPSK408,5,Canada,49.153,-107.517,BOLD,#0F1A20
LPSO959,3,Canada,41.93,-82.51,BOLD,#E2856E
LPSOB272,3,Canada,45.19,-81.58,BOLD,#E2856E
LPSOB368,3,Canada,45.15,-81.57,BOLD,#E2856E
LPSOC025,3,Canada,44.377,-80.561,BOLD,#E2856E
LTOL096,26,USA,38.846,-77.306,BOLD,#F497DA
LTOLB512,1,South_Korea,36.628,127.454,BOLD,#88A2AA
LWME01000000,3,USA,32.90516,-96.81546,This_study,#E2856E
NLLEA1464,2,Netherlands,51.988,5.667,BOLD,#ADA296
NLLEA1482,1,Netherlands,52.31,4.57,BOLD,#88A2AA
NLLEA1492,1,Netherlands,51.977,5.836,BOLD,#88A2AA
OXB1141,2,Italy,42.577,11.142,BOLD,#ADA296
OXB1177,2,Italy,44.137,9.9,BOLD,#ADA296
OXB1237,34,Italy,40.579,9.649,BOLD,#F497DA
OXB679,1,Italy,37.62,13.05,BOLD,#88A2AA
OXB688,14,Italy,37.493,13.684,BOLD,#FFCCC9
OXB692,25,Tunisia,35.425,9.571,BOLD,#F497DA
OXB694,2,Tunisia,36.907,9.176,BOLD,#ADA296
OXB859,81,Italy,43.43,9.9,BOLD,#F497DA
OXB896,50,Italy,42.428,11.159,BOLD,#F497DA
PHLAI544,2,Austria,47.429,10.625,BOLD,#ADA296
PHLCD1235,14,Australia,-35.261,149.059,BOLD,#FFCCC9
PHLCD3165,1,Australia,-35.275,149.111,BOLD,#88A2AA
Pr_1,3,USA,42.60513,-85.64005,This_study,#E2856E
Pr_10,27,USA,42.60513,-85.64005,This_study,#F497DA
Pr_1005,1,New_Zealand,-37.15059,175.563079,This_study,#88A2AA
Pr_1010,1,New_Zealand,-37.15059,175.563079,This_study,#88A2AA
Pr_1011,1,New_Zealand,-37.15059,175.563079,This_study,#88A2AA
Pr_1013,1,New_Zealand,-37.15059,175.563079,This_study,#88A2AA
Pr_1014,3,USA,44.23644,-69.35824,This_study,#E2856E
Pr_1016,3,USA,44.23644,-69.35824,This_study,#E2856E
Pr_1022,3,USA,36.233918,-79.1804859,This_study,#E2856E
Pr_1023,3,USA,36.233918,-79.1804859,This_study,#E2856E
Pr_1024,3,USA,35.919024,-79.069947,This_study,#E2856E
Pr_1026,3,USA,36.233918,-79.1804859,This_study,#E2856E
Pr_1030,3,USA,36.233918,-79.1804859,This_study,#E2856E
Pr_1032,3,USA,35.919024,-79.069947,This_study,#E2856E
Pr_1033,3,USA,36.233918,-79.1804859,This_study,#E2856E
Pr_1038,3,USA,36.233918,-79.1804859,This_study,#E2856E
Pr_1046,3,USA,36.233918,-79.1804859,This_study,#E2856E
Pr_1048,3,USA,36.233918,-79.1804859,This_study,#E2856E
Pr_1049,3,USA,36.233918,-79.1804859,This_study,#E2856E
Pr_1050,3,USA,36.233918,-79.1804859,This_study,#E2856E
Pr_1078,1,Australia,-37.8888,145.3361,This_study,#88A2AA
Pr_1086,1,Australia,-37.9638,145.225,This_study,#88A2AA
Pr_1093,1,Australia,-38.04583,145.1,This_study,#88A2AA
Pr_1098,14,Australia,-37.8972,145.2833,This_study,#FFCCC9
Pr_1109,14,Australia,-34.749872,149.720264,This_study,#FFCCC9
Pr_1115,1,Australia,-34.74972,149.72027,This_study,#88A2AA
Pr_1119,14,Australia,-34.74972,149.72027,This_study,#FFCCC9
Pr_1120,14,Australia,-34.749572,149.720264,This_study,#FFCCC9
Pr_1121,51,Australia,-34.74972,149.72027,This_study,#F497DA
Pr_1125,3,USA,40.41982,-89.82711,This_study,#E2856E
Pr_1134,2,USA,40.41982,-89.82711,This_study,#ADA296
Pr_1141,3,USA,40.406,-80.095,This_study,#E2856E
Pr_1142,3,USA,33.6147,-117.6376,This_study,#E2856E
Pr_1143,3,USA,39.068838,-108.457602,This_study,#E2856E
Pr_1146,3,USA,39.068838,-108.457602,This_study,#E2856E
Pr_1149,52,USA,39.164722,-108.746944,This_study,#F497DA
Pr_115,3,USA,37.749709,-122.421364,This_study,#E2856E
Pr_1150,3,USA,39.164722,-108.746944,This_study,#E2856E
Pr_1155,2,Gibraltar,36.126916,-5.349197,This_study,#ADA296
Pr_1156,2,Australia,-26.429167,152.761389,This_study,#ADA296
Pr_116,2,USA,37.749709,-122.421364,This_study,#ADA296
Pr_1160,14,Australia,-33.798056,151.106111,This_study,#FFCCC9
Pr_1161,1,Australia,-33.798056,151.106111,This_study,#88A2AA
Pr_1162,14,Australia,-33.798056,151.106111,This_study,#FFCCC9
Pr_1163,1,Taiwan,24.964283,121.447049,This_study,#88A2AA
Pr_1164,1,Taiwan,24.964283,121.447049,This_study,#88A2AA
Pr_1165,53,Taiwan,24.964283,121.447049,This_study,#F497DA
Pr_1166,1,Taiwan,24.964283,121.447049,This_study,#88A2AA
Pr_1167,1,Taiwan,24.964283,121.447049,This_study,#88A2AA
Pr_1168,1,Taiwan,24.964283,121.447049,This_study,#88A2AA
Pr_1169,1,Taiwan,25.016959,121.533851,This_study,#88A2AA
Pr_117,3,USA,45.324377,-92.534277,This_study,#E2856E
Pr_1170,1,Taiwan,24.839438,121.272252,This_study,#88A2AA
Pr_1171,7,Taiwan,24.964283,121.447049,This_study,#2E5339
Pr_1172,53,Taiwan,24.964283,121.447049,This_study,#F497DA
Pr_1173,1,Taiwan,24.964283,121.447049,This_study,#88A2AA
Pr_1174,1,Taiwan,24.964283,121.447049,This_study,#88A2AA
Pr_1175,7,Taiwan,24.964283,121.447049,This_study,#2E5339
Pr_1176,1,Taiwan,24.964283,121.447049,This_study,#88A2AA
Pr_1177,1,Taiwan,25.016959,121.533851,This_study,#88A2AA
Pr_1178,1,Taiwan,25.016959,121.533851,This_study,#88A2AA
Pr_1179,1,Taiwan,25.016959,121.533851,This_study,#88A2AA
Pr_1180,1,Taiwan,25.016959,121.533851,This_study,#88A2AA
Pr_1181,1,Taiwan,25.016959,121.533851,This_study,#88A2AA
Pr_1182,7,Taiwan,25.016959,121.533851,This_study,#2E5339
Pr_1183,1,Taiwan,25.016959,121.533851,This_study,#88A2AA
Pr_1184,53,Taiwan,25.016959,121.533851,This_study,#F497DA
Pr_1186,1,Taiwan,25.016959,121.533851,This_study,#88A2AA
Pr_1187,53,Taiwan,25.016959,121.533851,This_study,#F497DA
Pr_12,3,USA,41.7797,-90.20886,This_study,#E2856E
Pr_1205,3,USA,32.68198,-117.179794,This_study,#E2856E
Pr_1206,3,USA,32.68198,-117.179794,This_study,#E2856E
Pr_1207,5,USA,32.68198,-117.179794,This_study,#0F1A20
Pr_1209,3,USA,38.232,-122.636,This_study,#E2856E
Pr_121,3,USA,41.29811111,-122.3161111,This_study,#E2856E
Pr_1211,14,Australia,-34.744451,150.824807,This_study,#FFCCC9
Pr_1213,14,Australia,-34.744451,150.824807,This_study,#FFCCC9
Pr_1214,14,Australia,-33.616389,150.308056,This_study,#FFCCC9
Pr_1215,1,Australia,-34.777778,150.733611,This_study,#88A2AA
Pr_1216,1,Australia,-34.777778,150.733611,This_study,#88A2AA
Pr_1217,14,Australia,-34.777778,150.733611,This_study,#FFCCC9
Pr_1230,5,USA,34.012398,-118.282847,This_study,#0F1A20
Pr_1231,2,USA,34.012398,-118.282847,This_study,#ADA296
Pr_1232,1,New_Zealand,-37.417628,175.930133,This_study,#88A2AA
Pr_1238,1,New_Zealand,-37.417628,175.930133,This_study,#88A2AA
Pr_1245,1,New_Zealand,-37.417628,175.930133,This_study,#88A2AA
Pr_1249,1,New_Zealand,-37.417628,175.930133,This_study,#88A2AA
Pr_125,2,USA,42.2425,-122.7476389,This_study,#ADA296
Pr_1251,1,New_Zealand,-37.417628,175.930133,This_study,#88A2AA
Pr_1252,1,New_Zealand,-37.417628,175.930133,This_study,#88A2AA
Pr_1259,1,New_Zealand,-37.417628,175.930133,This_study,#88A2AA
Pr_1260,1,New_Zealand,-37.417628,175.930133,This_study,#88A2AA
Pr_1261,1,New_Zealand,-37.417628,175.930133,This_study,#88A2AA
Pr_1262,1,New_Zealand,-37.417628,175.930133,This_study,#88A2AA
Pr_1269,21,Turkey,36.859948,30.767963,This_study,#F497DA
Pr_1270,1,Turkey,36.859948,30.767963,This_study,#88A2AA
Pr_1272,1,Turkey,36.859948,30.767963,This_study,#88A2AA
Pr_1273,2,Turkey,36.859948,30.767963,This_study,#ADA296
Pr_1274,45,Turkey,36.859948,30.767963,This_study,#F9DC5C
Pr_1275,2,Turkey,36.859948,30.767963,This_study,#ADA296
Pr_1276,2,Turkey,36.859948,30.767963,This_study,#ADA296
Pr_1278,36,Turkey,36.859948,30.767963,This_study,#F65BE3
Pr_1279,1,Turkey,36.859948,30.767963,This_study,#88A2AA
Pr_1282,1,Australia,-37.870158,145.11636,This_study,#88A2AA
Pr_1289,1,Australia,-37.85332,145.211248,This_study,#88A2AA
Pr_1308,1,Australia,-37.856451,145.071999,This_study,#88A2AA
Pr_131,3,USA,42.2425,-122.7476389,This_study,#E2856E
Pr_132,3,USA,42.2425,-122.7476389,This_study,#E2856E
Pr_1323,1,Australia,-37.715844,145.051714,This_study,#88A2AA
Pr_1326,1,Australia,-37.861739,144.982937,This_study,#88A2AA
Pr_1327,1,Australia,-37.835964,145.0346,This_study,#88A2AA
Pr_1333,1,Australia,-37.88405,145.14098,This_study,#88A2AA
Pr_1346,3,USA,43.1199752,-73.70442,This_study,#E2856E
Pr_1347,2,USA,43.1199752,-73.70442,This_study,#ADA296
Pr_1348,3,USA,43.1199752,-73.70442,This_study,#E2856E
Pr_1349,5,USA,43.1199752,-73.70442,This_study,#0F1A20
Pr_1350,5,USA,43.1199752,-73.70442,This_study,#0F1A20
Pr_1351,2,USA,43.1199752,-73.70442,This_study,#ADA296
Pr_1352,5,USA,43.1199752,-73.70442,This_study,#0F1A20
Pr_1354,36,USA,43.1199752,-73.70442,This_study,#F65BE3
Pr_1355,3,USA,43.1199752,-73.70442,This_study,#E2856E
Pr_1356,5,USA,43.1199752,-73.70442,This_study,#0F1A20
Pr_1358,2,Canada,52.1188,-106.6489,This_study,#ADA296
Pr_1360,3,Canada,52.1188,-106.6489,This_study,#E2856E
Pr_1361,3,Canada,52.1188,-106.6489,This_study,#E2856E
Pr_1362,3,Canada,52.1188,-106.6489,This_study,#E2856E
Pr_1363,3,Canada,52.1188,-106.6489,This_study,#E2856E
Pr_1364,3,Canada,52.1188,-106.6489,This_study,#E2856E
Pr_1365,3,Canada,52.1188,-106.6489,This_study,#E2856E
Pr_1366,5,Canada,52.1188,-106.6489,This_study,#0F1A20
Pr_1367,4,Canada,52.1188,-106.6489,This_study,#F42C04
Pr_1381,15,Italy,46.654381,11.042914,This_study,#F497DA
Pr_1382,14,Italy,46.654381,11.042914,This_study,#FFCCC9
Pr_1383,2,Italy,46.654381,11.042914,This_study,#ADA296
Pr_1384,2,Italy,46.654381,11.042914,This_study,#ADA296
Pr_1385,2,Italy,46.654381,11.042914,This_study,#ADA296
Pr_1386,14,Italy,46.654381,11.042914,This_study,#FFCCC9
Pr_1387,3,USA,41.70956,-86.23815,This_study,#E2856E
Pr_1394,3,USA,40.39024,-89.88538,This_study,#E2856E
Pr_14,2,USA,41.37005,-90.53541,This_study,#ADA296
Pr_1403,3,USA,40.39127,-89.91068,This_study,#E2856E
Pr_1427,3,USA,40.4817575,-96.7125409,This_study,#E2856E
Pr_1428,5,USA,40.4817575,-96.7125409,This_study,#0F1A20
Pr_1429,3,USA,40.4817575,-96.7125409,This_study,#E2856E
Pr_1430,54,USA,40.4817575,-96.7125409,This_study,#F497DA
Pr_1431,3,USA,40.4817575,-96.7125409,This_study,#E2856E
Pr_1432,35,USA,45.1139507,-64.3939161,This_study,#F9DC5C
Pr_1433,3,USA,45.1139507,-64.3939161,This_study,#E2856E
Pr_1434,3,USA,45.1139507,-64.3939161,This_study,#E2856E
Pr_1435,5,USA,45.1139507,-64.3939161,This_study,#0F1A20
Pr_1436,3,USA,45.1139507,-64.3939161,This_study,#E2856E
Pr_1437,3,USA,45.1139507,-64.3939161,This_study,#E2856E
Pr_1438,35,USA,45.1139507,-64.3939161,This_study,#F9DC5C
Pr_1439,3,USA,45.1139507,-64.3939161,This_study,#E2856E
Pr_1440,27,USA,45.1139507,-64.3939161,This_study,#F497DA
Pr_1459,3,USA,35.625,-86.248333,This_study,#E2856E
Pr_1460,3,USA,35.625,-86.248333,This_study,#E2856E
Pr_1461,3,USA,35.625,-86.248333,This_study,#E2856E
Pr_1466,2,USA,47.362222,-122.103611,This_study,#ADA296
Pr_1468,2,USA,47.362222,-122.103611,This_study,#ADA296
Pr_1472,3,USA,43.4066,-91.5636,This_study,#E2856E
Pr_1478,3,USA,43.3179,-91.8124,This_study,#E2856E
Pr_1488,3,USA,43.3186,-91.8228,This_study,#E2856E
Pr_1491,3,USA,43.4379,-92.006,This_study,#E2856E
Pr_1496,3,USA,43.4358,-92.3853,This_study,#E2856E
Pr_1497,3,USA,43.4358,-92.3853,This_study,#E2856E
Pr_1498,14,Australia,-26.428611,152.761111,This_study,#FFCCC9
Pr_1499,14,Australia,-26.428611,152.761111,This_study,#FFCCC9
Pr_1500,14,Australia,-26.428611,152.761111,This_study,#FFCCC9
Pr_1501,14,Australia,-26.428611,152.761111,This_study,#FFCCC9
Pr_1502,1,Australia,-26.428611,152.761111,This_study,#88A2AA
Pr_1503,2,Australia,-26.428611,152.761111,This_study,#ADA296
Pr_1504,1,Australia,-26.428611,152.761111,This_study,#88A2AA
Pr_1505,2,Australia,-26.428611,152.761111,This_study,#ADA296
Pr_1506,2,Australia,-26.428611,152.761111,This_study,#ADA296
Pr_1507,2,Australia,-26.428611,152.761111,This_study,#ADA296
Pr_1508,14,Australia,-26.428611,152.761111,This_study,#FFCCC9
Pr_1509,2,Australia,-26.428611,152.761111,This_study,#ADA296
Pr_151,3,USA,40.37830556,-120.5465278,This_study,#E2856E
Pr_1514,14,Australia,-33.657665,150.164732,This_study,#FFCCC9
Pr_1515,1,New_Zealand,-43.53321,172.560738,This_study,#88A2AA
Pr_152,3,USA,40.37830556,-120.5465278,This_study,#E2856E
Pr_1526,1,Australia,-37.024722,145.143333,This_study,#88A2AA
Pr_1527,1,Australia,-37.024444,145.142778,This_study,#88A2AA
