ID,Haplotype,Country,Latitude,Longitude,Source,Color
Pr_281,3,Canada,43.382483,-80.353867,This_study,#E2856E
Pr_293,5,Canada,43.382483,-80.384833,This_study,#0F1A20
Pr_294,30,Canada,43.382483,-80.384833,This_study,#F497DA
Pr_298,27,Canada,43.382483,-80.384833,This_study,#F497DA
Pr_3,2,USA,42.60513,-85.64005,This_study,#ADA296
Pr_301,3,Canada,43.382483,-80.384833,This_study,#E2856E
Pr_309,3,Canada,43.382483,-80.384833,This_study,#E2856E
Pr_321,2,Canada,43.382483,-80.384833,This_study,#ADA296
Pr_322,3,USA,38.95527,-95.24313,This_study,#E2856E
Pr_323,3,USA,38.9596,-95.23947,This_study,#E2856E
Pr_325,3,USA,38.89919,-95.23815,This_study,#E2856E
Pr_326,3,USA,38.88358,-95.24658,This_study,#E2856E
Pr_340,3,USA,38.93933,-95.33943,This_study,#E2856E
Pr_347,3,USA,38.96371,-95.24075,This_study,#E2856E
Pr_357,3,USA,38.82038,-119.77905,This_study,#E2856E
Pr_358,3,USA,39.505221,-119.819734,This_study,#E2856E
Pr_359,3,USA,39.23162,-120.76159,This_study,#E2856E
Pr_361,3,USA,39.51921,-118.52766,This_study,#E2856E
Pr_363,3,USA,39.48045,-118.66911,This_study,#E2856E
Pr_364,3,USA,39.51921,-118.52766,This_study,#E2856E
Pr_369,3,USA,39.685333,-119.830258,This_study,#E2856E
Pr_370,3,USA,39.685333,-119.830258,This_study,#E2856E
Pr_371,3,USA,39.685333,-119.830258,This_study,#E2856E
Pr_372,3,USA,39.685333,-119.830258,This_study,#E2856E
Pr_373,3,USA,39.685333,-119.830258,This_study,#E2856E
Pr_374,3,USA,39.685333,-119.830258,This_study,#E2856E
Pr_375,3,USA,39.685333,-119.830258,This_study,#E2856E
Pr_376,3,USA,39.685333,-119.830258,This_study,#E2856E
Pr_377,3,USA,39.685333,-119.830258,This_study,#E2856E
Pr_383,3,USA,41.7627,-72.6743,This_study,#E2856E
Pr_384,3,USA,41.7627,-72.6743,This_study,#E2856E
Pr_385,3,USA,41.7627,-72.6743,This_study,#E2856E
Pr_386,3,USA,41.7627,-72.6743,This_study,#E2856E
Pr_391,3,USA,41.7627,-72.6743,This_study,#E2856E
Pr_392,3,USA,38.6,-121.47,This_study,#E2856E
Pr_4,2,USA,42.60513,-85.64005,This_study,#ADA296
Pr_40,3,USA,40.05214,-77.96114,This_study,#E2856E
Pr_41,3,USA,40.05214,-77.96114,This_study,#E2856E
Pr_416,3,USA,38.58,-121.75,This_study,#E2856E
Pr_417,3,USA,38.58,-121.75,This_study,#E2856E
Pr_42,3,USA,40.05214,-77.96114,This_study,#E2856E
Pr_43,3,USA,40.05214,-77.96114,This_study,#E2856E
Pr_440,3,USA,38.18,-122.03,This_study,#E2856E
Pr_441,3,USA,38.18,-122.03,This_study,#E2856E
Pr_442,3,USA,38.18,-122.03,This_study,#E2856E
Pr_447,3,USA,39.27,-120.35,This_study,#E2856E
Pr_448,3,USA,39.27,-120.35,This_study,#E2856E
Pr_473,3,USA,42.30642,-84.04108,This_study,#E2856E
Pr_474,3,USA,42.30642,-84.04108,This_study,#E2856E
Pr_475,2,USA,37.713641,-122.401147,This_study,#ADA296
Pr_496,3,USA,44.392537,-73.093715,This_study,#E2856E
Pr_5,3,USA,42.60513,-85.64005,This_study,#E2856E
Pr_50,3,USA,40.19894,-76.70154,This_study,#E2856E
Pr_507,3,USA,44.392537,-73.093715,This_study,#E2856E
Pr_51,3,USA,40.19847,-76.68372,This_study,#E2856E
Pr_514,3,USA,44.888005,-68.659208,This_study,#E2856E
Pr_518,3,USA,44.888005,-68.659208,This_study,#E2856E
Pr_525,3,USA,41.617222,-85.786389,This_study,#E2856E
Pr_531,3,USA,41.6775,-85.593333,This_study,#E2856E
Pr_538,3,USA,41.683333,-85.665278,This_study,#E2856E
Pr_540,3,USA,43.586118,-70.20567,This_study,#E2856E
Pr_544,3,USA,44.8968,-67.1262,This_study,#E2856E
Pr_56,3,USA,40.20037,-76.69318,This_study,#E2856E
Pr_568,3,USA,41.678198,-86.222662,This_study,#E2856E
Pr_57,2,USA,40.20104,-76.68916,This_study,#ADA296
Pr_570,3,USA,43.74844,-70.30495,This_study,#E2856E
Pr_589,3,USA,44.99975,-67.443616,This_study,#E2856E
Pr_59,3,USA,40.20016,-76.68369,This_study,#E2856E
Pr_590,3,USA,44.99975,-67.443616,This_study,#E2856E
Pr_593,3,USA,37.352778,-122.026111,This_study,#E2856E
Pr_597,3,Canada,43,-81.29,This_study,#E2856E
Pr_6,3,USA,42.60513,-85.64005,This_study,#E2856E
Pr_606,3,Canada,43.499595,-80.379067,This_study,#E2856E
Pr_608,3,Canada,43.499595,-80.379067,This_study,#E2856E
Pr_614,3,USA,39.321255,-77.279703,This_study,#E2856E
Pr_615,3,USA,39.321255,-77.279703,This_study,#E2856E
Pr_62,3,USA,41.232786,-82.119064,This_study,#E2856E
Pr_63,3,USA,33.871836,-83.106556,This_study,#E2856E
Pr_65,2,USA,41.410575,-81.697364,This_study,#ADA296
Pr_67,3,USA,41.882461,-80.000875,This_study,#E2856E
Pr_68,3,USA,41.882461,-80.000875,This_study,#E2856E
Pr_69,3,USA,41.052653,-81.864631,This_study,#E2856E
Pr_699,3,USA,46.9194,-114.2405,This_study,#E2856E
Pr_7,3,USA,42.60513,-85.64005,This_study,#E2856E
Pr_700,3,USA,21.4092,-157.7992,This_study,#E2856E
Pr_701,3,USA,21.4092,-157.7992,This_study,#E2856E
Pr_702,3,USA,21.4092,-157.7992,This_study,#E2856E
Pr_703,3,USA,21.4092,-157.7992,This_study,#E2856E
Pr_704,3,USA,21.4092,-157.7992,This_study,#E2856E
Pr_706,3,USA,21.4092,-157.7992,This_study,#E2856E
Pr_707,3,USA,21.4092,-157.7992,This_study,#E2856E
Pr_708,3,USA,21.4092,-157.7992,This_study,#E2856E
Pr_709,3,USA,21.4092,-157.7992,This_study,#E2856E
Pr_710,3,USA,38.289131,-85.627215,This_study,#E2856E
Pr_713,3,USA,38.289131,-85.627215,This_study,#E2856E
Pr_717,27,USA,38.289131,-85.627215,This_study,#F497DA
Pr_718,3,USA,38.289131,-85.627215,This_study,#E2856E
Pr_720,3,USA,38.289131,-85.627215,This_study,#E2856E
Pr_722,27,USA,38.289131,-85.627215,This_study,#F497DA
Pr_729,3,USA,38.289131,-85.627215,This_study,#E2856E
Pr_738,3,USA,38.289131,-85.627215,This_study,#E2856E
Pr_739,4,USA,38.289131,-85.627215,This_study,#F42C04
Pr_74,3,USA,41.145514,-81.560106,This_study,#E2856E
Pr_744,3,USA,38.289131,-85.627215,This_study,#E2856E
Pr_747,3,USA,38.289131,-85.627215,This_study,#E2856E
Pr_748,3,USA,38.289131,-85.627215,This_study,#E2856E
Pr_75,3,USA,36.886264,-81.370889,This_study,#E2856E
Pr_750,3,USA,38.289131,-85.627215,This_study,#E2856E
Pr_751,3,USA,38.289131,-85.627215,This_study,#E2856E
Pr_752,3,USA,38.289131,-85.627215,This_study,#E2856E
Pr_759,3,USA,43.7538,-70.48126,This_study,#E2856E
Pr_76,5,USA,36.886264,-81.370889,This_study,#0F1A20
Pr_761,3,USA,43.70454,-70.09908,This_study,#E2856E
Pr_763,2,USA,37.707462,-122.485835,This_study,#ADA296
Pr_764,2,USA,37.707462,-122.485835,This_study,#ADA296
Pr_765,2,USA,37.706864,-122.482968,This_study,#ADA296
Pr_766,3,USA,37.706864,-122.482968,This_study,#E2856E
Pr_767,2,USA,37.702399,-122.469567,This_study,#ADA296
Pr_768,2,USA,37.702399,-122.469567,This_study,#ADA296
Pr_769,2,USA,37.720354,-122.47564,This_study,#ADA296
Pr_770,31,USA,37.712843,-122.471858,This_study,#F9DC5C
Pr_771,2,USA,37.702399,-122.469567,This_study,#ADA296
Pr_772,2,USA,37.70649,-122.467689,This_study,#ADA296
Pr_773,3,USA,45.187506,-70.155181,This_study,#E2856E
Pr_774,2,Portugal,40.012261,-8.7261,This_study,#ADA296
Pr_776,32,England,51.94576,0.44454,This_study,#F497DA
Pr_778,1,England,51.94576,0.44454,This_study,#88A2AA
Pr_779,1,England,51.94576,0.44454,This_study,#88A2AA
Pr_784,33,England,51.94576,0.44454,This_study,#F497DA
Pr_785,5,England,51.94576,0.44454,This_study,#0F1A20
Pr_788,2,Finland,60.227931,25.039943,This_study,#ADA296
Pr_79,28,USA,35.057619,-83.430717,This_study,#F497DA
Pr_792,34,Finland,60.227931,25.039943,This_study,#F497DA
Pr_793,35,Finland,60.227931,25.039943,This_study,#F9DC5C
Pr_794,36,Finland,60.227931,25.039943,This_study,#F65BE3
Pr_795,7,Finland,60.227931,25.039943,This_study,#2E5339
Pr_8,3,USA,42.60513,-85.64005,This_study,#E2856E
Pr_803,3,USA,36.17482,-79.55792,This_study,#E2856E
Pr_81,3,USA,33.918275,-83.27045,This_study,#E2856E
Pr_84,3,USA,33.906608,-83.1894,This_study,#E2856E
Pr_844,7,Spain,42.009148,2.472252,This_study,#2E5339
Pr_857,4,Spain,41.698569,2.431743,This_study,#F42C04
Pr_867,15,Spain,40.581326,-3.25164,This_study,#F497DA
Pr_868,2,Spain,40.579704,-3.253289,This_study,#ADA296
Pr_869,37,Spain,40.580976,-3.252463,This_study,#F497DA
Pr_873,22,Spain,40.900252,-4.017031,This_study,#F9DC5C
Pr_874,14,Spain,40.900321,-4.017843,This_study,#FFCCC9
Pr_876,2,Spain,40.57021,-3.152068,This_study,#ADA296
Pr_877,38,Spain,40.901535,-3.020662,This_study,#F497DA
Pr_879,1,Spain,40.49744,-3.26036,This_study,#88A2AA
Pr_88,3,USA,38.152708,-121.669279,This_study,#E2856E
Pr_880,14,Spain,40.45856,-3.3409,This_study,#FFCCC9
Pr_882,14,Spain,40.45869,-3.34017,This_study,#FFCCC9
Pr_886,39,Japan,36.137822,140.119613,This_study,#F497DA
Pr_887,1,Japan,36.137822,140.119613,This_study,#88A2AA
Pr_888,1,Japan,36.137822,140.119613,This_study,#88A2AA
Pr_889,1,Japan,36.137822,140.119613,This_study,#88A2AA
Pr_891,1,Japan,36.137822,140.119613,This_study,#88A2AA
Pr_892,40,Japan,36.137822,140.119613,This_study,#F497DA
Pr_893,77,Japan,36.137822,140.119613,This_study,#F497DA
Pr_894,47,Japan,36.137822,140.119613,This_study,#3A2D32
Pr_896,5,USA,38.920809,-77.39748,This_study,#0F1A20
Pr_897,3,USA,38.920809,-77.39748,This_study,#E2856E
Pr_898,3,USA,38.920809,-77.39748,This_study,#E2856E
Pr_899,3,USA,38.920809,-77.39748,This_study,#E2856E
Pr_9,2,USA,42.60513,-85.64005,This_study,#ADA296
Pr_900,3,USA,38.920809,-77.39748,This_study,#E2856E
Pr_901,3,USA,38.920809,-77.39748,This_study,#E2856E
Pr_902,3,USA,38.920809,-77.39748,This_study,#E2856E
Pr_903,5,USA,38.920809,-77.39748,This_study,#0F1A20
Pr_904,3,USA,38.920809,-77.39748,This_study,#E2856E
Pr_905,3,USA,38.920809,-77.39748,This_study,#E2856E
Pr_906,3,USA,38.920809,-77.39748,This_study,#E2856E
Pr_908,3,USA,42.059444,-87.8425,This_study,#E2856E
Pr_909,3,USA,42.059444,-87.8425,This_study,#E2856E
Pr_910,1,Australia,-31.985234,115.896047,This_study,#88A2AA
Pr_911,1,Australia,-31.985341,115.896047,This_study,#88A2AA
Pr_912,1,Australia,-31.985234,115.896047,This_study,#88A2AA
Pr_913,1,Australia,-31.985341,115.896047,This_study,#88A2AA
Pr_914,1,Australia,-31.985341,115.896047,This_study,#88A2AA
Pr_915,2,Australia,-31.985234,115.896047,This_study,#ADA296
Pr_916,1,Australia,-31.981734,115.916432,This_study,#88A2AA
Pr_918,41,Georgia,42.000025,45.571631,This_study,#F497DA
Pr_919,1,Georgia,42.000025,45.571631,This_study,#88A2AA
Pr_92,3,USA,38.115698,-121.334887,This_study,#E2856E
Pr_922,22,Georgia,42.000025,45.571631,This_study,#F9DC5C
Pr_923,10,Georgia,42.000025,45.571631,This_study,#F9DC5C
Pr_926,42,Georgia,41.604061,41.586539,This_study,#F9DC5C
Pr_927,43,Georgia,41.604061,41.586539,This_study,#F497DA
Pr_928,22,Georgia,41.604061,41.586539,This_study,#F9DC5C
Pr_929,44,Georgia,41.604061,41.586539,This_study,#F497DA
Pr_930,7,Georgia,41.604061,41.586539,This_study,#2E5339
Pr_931,42,Georgia,41.604061,41.586539,This_study,#F9DC5C
Pr_933,45,Georgia,42.203911,41.94785,This_study,#F9DC5C
Pr_936,42,Georgia,42.275444,41.679339,This_study,#F9DC5C
Pr_937,46,Georgia,42.275444,41.679339,This_study,#F497DA
Pr_938,39,Georgia,42.275444,41.679339,This_study,#F497DA
Pr_939,47,Georgia,42.275444,41.679339,This_study,#3A2D32
Pr_941,2,Georgia,42.275444,41.679339,This_study,#ADA296
Pr_942,42,Georgia,42.275444,41.679339,This_study,#F9DC5C
Pr_944,4,Czech_Republic,49.5,17,This_study,#F42C04
Pr_945,2,Czech_Republic,49.5,17,This_study,#ADA296
Pr_946,48,Czech_Republic,49.5,17,This_study,#F497DA
Pr_947,1,Czech_Republic,49.5,17,This_study,#88A2AA
Pr_948,2,Czech_Republic,49.5,17,This_study,#ADA296
Pr_95,3,USA,38.115698,-121.334887,This_study,#E2856E
Pr_950,9,Czech_Republic,49.5,17,This_study,#2E5339
Pr_951,31,Czech_Republic,49.5,17,This_study,#F9DC5C
Pr_953,2,Czech_Republic,49.5,17,This_study,#ADA296
Pr_954,2,Czech_Republic,49.5,17,This_study,#ADA296
Pr_955,14,Czech_Republic,49.5,17,This_study,#FFCCC9
Pr_956,2,Czech_Republic,49.5,17,This_study,#ADA296
Pr_957,2,Czech_Republic,49.5,17,This_study,#ADA296
Pr_958,18,Czech_Republic,49.5,17,This_study,#F497DA
Pr_959,4,Czech_Republic,49.5,17,This_study,#F42C04
Pr_960,2,Czech_Republic,49.5,17,This_study,#ADA296
Pr_961,2,Czech_Republic,49.5,17,This_study,#ADA296
Pr_962,15,Czech_Republic,49.5,17,This_study,#F497DA
Pr_963,1,Czech_Republic,49.5,17,This_study,#88A2AA
Pr_964,31,Czech_Republic,49.5,17,This_study,#F9DC5C
Pr_965,47,Czech_Republic,49.5,17,This_study,#3A2D32
Pr_966,47,Czech_Republic,49.5,17,This_study,#3A2D32
Pr_967,2,Czech_Republic,49.5,17,This_study,#ADA296
Pr_968,18,Czech_Republic,49.5,17,This_study,#F497DA
Pr_969,36,Czech_Republic,49.5,17,This_study,#F65BE3
Pr_970,1,Czech_Republic,49.5,17,This_study,#88A2AA
Pr_971,36,Czech_Republic,49.5,17,This_study,#F65BE3
Pr_972,36,Czech_Republic,49.5,17,This_study,#F65BE3
Pr_973,2,Czech_Republic,49.5,17,This_study,#ADA296
Pr_974,2,Czech_Republic,49.5,17,This_study,#ADA296
Pr_975,2,Czech_Republic,49.5,17,This_study,#ADA296
Pr_976,9,Czech_Republic,49.5,17,This_study,#2E5339
Pr_977,49,Czech_Republic,49.5,17,This_study,#F497DA
Pr_978,50,Czech_Republic,49.5,17,This_study,#F497DA
Pr_979,2,Czech_Republic,49.5,17,This_study,#ADA296
Pr_980,2,Czech_Republic,49.5,17,This_study,#ADA296
Pr_981,24,Czech_Republic,49.5,17,This_study,#F497DA
Pr_982,4,Czech_Republic,49.5,17,This_study,#F42C04
Pr_983,2,Czech_Republic,49.5,17,This_study,#ADA296
Pr_984,2,Czech_Republic,49.5,17,This_study,#ADA296
Pr_985,2,Czech_Republic,49.5,17,This_study,#ADA296
Pr_986,2,Czech_Republic,49.5,17,This_study,#ADA296
Pr_988,24,Czech_Republic,49.5,17,This_study,#F497DA
Pr_991,3,Canada,43,-81.29,This_study,#E2856E
Pr_992,47,Russia,62.033333,129.333333,This_study,#3A2D32
Pr_993,47,Russia,62.033333,129.333333,This_study,#3A2D32
SCBP033,82,China,22.557,114.058,BOLD,#F497DA
SCBP068,6,China,22.557,114.058,BOLD,#00FDDC
SCBP077,1,China,22.557,114.058,BOLD,#88A2AA
SCBP118,6,China,22.557,114.058,BOLD,#00FDDC
SCBP146,7,China,22.557,114.058,BOLD,#2E5339
SCBP152,6,China,22.557,114.058,BOLD,#00FDDC
SCBP190,1,China,22.557,114.058,BOLD,#88A2AA
SCBP202,6,China,22.557,114.058,BOLD,#00FDDC
SCBP203,6,China,22.557,114.058,BOLD,#00FDDC
SCBP204,6,China,22.557,114.058,BOLD,#00FDDC
SCBP337,8,China,22.551,114.074,BOLD,#F497DA
SCBP357,7,China,22.551,114.074,BOLD,#2E5339
SCBP389,6,China,22.551,114.074,BOLD,#00FDDC
SCBP414,6,China,22.551,114.074,BOLD,#00FDDC
SCBP416,6,China,22.551,114.074,BOLD,#00FDDC
SCBP417,6,China,22.551,114.074,BOLD,#00FDDC
SCBP449,6,China,22.551,114.074,BOLD,#00FDDC
SCBP475,7,China,22.551,114.074,BOLD,#2E5339
SCBP477,6,China,22.551,114.074,BOLD,#00FDDC
SCBP510,7,China,22.551,114.074,BOLD,#2E5339
SCBP835,6,China,22.522,114.021,BOLD,#00FDDC
SZCBP128,7,China,22.537,113.931,BOLD,#2E5339
SZCBP297,1,China,22.546,114.102,BOLD,#88A2AA
SZCBP373,6,China,22.546,114.102,BOLD,#00FDDC
UNI37050,3,USA,32.873,-117.234,BOLD,#E2856E
WMB1065,91,Italy,38.803,15.228,BOLD,#F497DA
WMB1115,36,Italy,36.819,12.006,BOLD,#F65BE3
WMB1130,2,Malta,35.859,14.4,BOLD,#ADA296
WMB1142,2,Malta,36.042,14.274,BOLD,#ADA296
WMB1274,49,Italy,38.485,14.95,BOLD,#F497DA
WMB1275,2,Italy,38.485,14.95,BOLD,#ADA296
WMB133,36,Italy,36.785,11.981,BOLD,#F65BE3
WMB141,15,Italy,37.961,12.067,BOLD,#F497DA
WMB1489,2,Italy,42.364,10.9,BOLD,#ADA296
WMB1491,36,Italy,42.364,10.9,BOLD,#F65BE3
WMB1503,2,Italy,42.428,11.159,BOLD,#ADA296
WMB1552,47,Italy,40.817,8.934,BOLD,#3A2D32
WMB1573,83,Italy,39.867,9.267,BOLD,#F497DA
WMB176,14,Italy,38.238,15.528,BOLD,#FFCCC9
WMB1889,2,Italy,44,10.34,BOLD,#ADA296
WMB190,61,Italy,38.722,16.013,BOLD,#F497DA
WMB1908,1,Italy,35.52,12.55,BOLD,#88A2AA
WMB1945,2,Italy,38.56,14.84,BOLD,#ADA296
WMB1986,79,Italy,42.58,10.08,BOLD,#F497DA
WMB1987,4,Italy,42.58,10.08,BOLD,#F42C04
WMB1988,2,Italy,42.58,10.08,BOLD,#ADA296
WMB1989,2,Italy,42.58,10.08,BOLD,#ADA296
WMB2084,2,Italy,37.97,14.77,BOLD,#ADA296
WMB2177,2,Italy,42.78,10.39,BOLD,#ADA296
WMB2242,14,Italy,42.79,10.17,BOLD,#FFCCC9
WMB2300,36,Malta,35.859,14.4,BOLD,#F65BE3
WMB2313,2,Italy,35.52,12.55,BOLD,#ADA296
WMB2334,4,Italy,38,15.801,BOLD,#F42C04
WMB2357,2,Italy,38.217,15.883,BOLD,#ADA296
WMB2437,89,Italy,36.761,11.998,BOLD,#F497DA
WMB2596,1,Italy,42.78,10.39,BOLD,#88A2AA
WMB2635,2,France,42.456,9.034,BOLD,#ADA296
WMB2762,36,Italy,38.39,14.97,BOLD,#F65BE3
WMB2763,61,Italy,38.39,14.97,BOLD,#F497DA
WMB2773,2,Italy,38.56,14.84,BOLD,#ADA296
WMB2783,10,Italy,42.58,10.08,BOLD,#F9DC5C
WMB2806,1,Italy,38.485,14.918,BOLD,#88A2AA
WMB2817,4,Italy,42.36,10.9,BOLD,#F42C04
WMB2825,1,Italy,40.596,8.283,BOLD,#88A2AA
WMB2896,4,Italy,39.856,9.49,BOLD,#F42C04
WMB2906,2,France,41.91,9.131,BOLD,#ADA296
WMB2914,2,Italy,38,12.33,BOLD,#ADA296
WMB296,49,Italy,39.188,9.146,BOLD,#F497DA
WMB2982,49,France,41.534,8.867,BOLD,#F497DA
WMB3046,49,Italy,43.05,9.82,BOLD,#F497DA
WMB3047,2,Italy,43.05,9.82,BOLD,#ADA296
WMB3048,2,Italy,43.05,9.82,BOLD,#ADA296
WMB321,2,Italy,41.169,9.302,BOLD,#ADA296
WMB3238,2,Tunisia,35.2,8.674,BOLD,#ADA296
WMB325,1,Italy,41.214,9.279,BOLD,#88A2AA
WMB340,2,France,41.377,9.179,BOLD,#ADA296
WMB365,2,France,43.002,9.386,BOLD,#ADA296
WMB3753,14,Tunisia,35.053,9.257,BOLD,#FFCCC9
WMB3783,2,Algeria,36.63,4.598,BOLD,#ADA296
WMB3790,2,Algeria,36.479,3.998,BOLD,#ADA296
WMB3847,61,Italy,43.136,11.56,BOLD,#F497DA
WMB4010,2,Italy,39.93,16.17,BOLD,#ADA296
WMB4184,25,Tunisia,37.01,9.625,BOLD,#F497DA
WMB4193,80,Tunisia,37.164,10.11,BOLD,#F497DA
WMB4228,61,Italy,43.77,10.8,BOLD,#F497DA
WMB4591,1,France,42.52,9.167,BOLD,#88A2AA
WMB4631,61,Italy,38.709,13.179,BOLD,#F497DA
WMB494,14,Italy,38.093,13.26,BOLD,#FFCCC9
WMB510,1,Italy,38.226,13.222,BOLD,#88A2AA
WMB523,85,Italy,35.52,12.55,BOLD,#F497DA
WMB539,1,Italy,38.01,12.33,BOLD,#88A2AA
WMB5408,1,Algeria,35.19,1.13,BOLD,#88A2AA
WMB5421,35,Algeria,35.28,0.92,BOLD,#F9DC5C
WMB5444,2,Algeria,35.75,4.55,BOLD,#ADA296
WMB5499,2,Italy,42.25,11.1,BOLD,#ADA296
WMB554,61,Italy,37.85,14.71,BOLD,#F497DA
WMB573,24,Italy,38.39,14.97,BOLD,#F497DA
WMB586,2,Italy,38.56,14.83,BOLD,#ADA296
WMB612,2,Italy,37.9,14.02,BOLD,#ADA296
WMB747,25,Algeria,35.71,4.52,BOLD,#F497DA
WMB750,2,Algeria,35.71,4.52,BOLD,#ADA296
XAF301,3,Canada,43.537,-80.134,BOLD,#E2856E
XAF375,3,Canada,43.537,-80.134,BOLD,#E2856E
